"pct_blank_show_id","pct_blank_type","pct_blank_title","pct_blank_director","pct_blank_cast","pct_blank_country","pct_blank_date_added","pct_blank_release_year","pct_blank_rating","pct_blank_duration","pct_blank_listed_in","pct_blank_description"
0,0,0,29,9,9,0,0,0,0,0,0
